,Date,signal,short_mavg,long_mavg,momentum,vwap
2460,2023-12-07,0.0,,,,
2461,2023-12-08,1.0,,,,369.57334391276044
2462,2023-12-11,1.0,,,,370.84605822936373
2463,2023-12-12,1.0,,,,370.3856048857101
2464,2023-12-13,1.0,,,3.419982910156193,371.0858376745791
2465,2023-12-14,0.0,,,-8.300018310546818,371.8609472207972
2466,2023-12-15,0.0,,,-0.5699768066405682,370.8630355786786
2467,2023-12-18,1.0,,,-1.730010986328125,370.52840351812836
2468,2023-12-19,1.0,,,-1.1099853515625,370.60219629741016
2469,2023-12-20,0.0,,,4.690002441406193,370.7096882426322
2470,2023-12-21,1.0,,,2.80999755859375,370.849352781425
2471,2023-12-22,1.0,,,1.92999267578125,370.94525298633437
2472,2023-12-26,1.0,,,1.399993896484375,371.1011606657255
2473,2023-12-27,1.0,,,3.450012207031193,371.2377947543485
2474,2023-12-28,1.0,,,1.739990234375,371.3454639128702
2475,2023-12-29,1.0,,,1.46002197265625,371.48928070117745
2476,2024-01-02,0.0,,,-3.790008544921875,371.67396988765324
2477,2024-01-03,0.0,,,-3.470001220703068,371.6454787359462
2478,2024-01-04,0.0,,,-7.339996337890625,371.6026444547308
2479,2024-01-05,0.0,,,-8.290008544921875,371.50725708302485
2480,2024-01-08,1.0,,,3.82000732421875,371.39302675557497
2481,2024-01-09,1.0,,,5.19000244140625,371.46223241860883
2482,2024-01-10,1.0,,,14.829986572265625,371.57121081013776
2483,2024-01-11,1.0,,,16.8800048828125,371.995367149987
2484,2024-01-12,1.0,,,13.779998779296875,372.60945441657816
2485,2024-01-16,1.0,,,14.47998046875,373.11962751980826
2486,2024-01-17,1.0,,,6.70001220703125,373.85388817523835
2487,2024-01-18,1.0,,,9.239990234375,374.32671623574964
2488,2024-01-19,1.0,,,10.20001220703125,374.9440326584204
2489,2024-01-22,1.0,,,6.240020751953125,375.8336463510983
2490,2024-01-23,1.0,,,9.42999267578125,376.59174359368785
2491,2024-01-24,1.0,,,8.69000244140625,377.1454242770815
2492,2024-01-25,1.0,,,6.199981689453125,377.948979094765
2493,2024-01-26,1.0,,,7.419982910156307,378.6395884391127
2494,2024-01-29,1.0,,,10.82000732421875,379.1839337229677
2495,2024-01-30,1.0,,,6.029998779296875,380.00574781346813
2496,2024-01-31,1.0,,,-7.290008544921875,381.1060843381708
2497,2024-02-01,1.0,,,-0.14999389648443184,382.23862043800904
2498,2024-02-02,1.0,,,1.5,382.94179969450505
2499,2024-02-05,1.0,,,-2.94000244140625,383.6818807412348
2500,2024-02-06,1.0,,,7.910003662109375,384.2567975783839
2501,2024-02-07,1.0,,,10.269989013671818,384.6301856557969
2502,2024-02-08,1.0,,,2.889984130859375,385.20201005593196
2503,2024-02-09,1.0,,,14.899993896484318,385.7654927970656
2504,2024-02-12,1.0,,,9.77001953125,386.4220130943073
2505,2024-02-13,1.0,,,-7.72998046875,386.9939448050376
2506,2024-02-14,1.0,,,-4.6199951171875,387.4647506374292
2507,2024-02-15,1.0,,,-13.989990234374943,387.8195911254305
2508,2024-02-16,1.0,,,-11.20001220703125,388.16209839978615
2509,2024-02-20,1.0,389.2873992919922,,-3.529998779296818,388.47369536769077
2510,2024-02-21,1.0,389.9119989013672,,-7.309997558593693,388.7327202207571
2511,2024-02-22,1.0,390.6603985595703,,5.089996337890625,388.9068554424849
2512,2024-02-23,1.0,391.4411987304687,,6.279998779296875,389.36878853235595
2513,2024-02-26,1.0,392.1043988037109,,4.75,389.64687690085634
2514,2024-02-27,1.0,392.76659912109375,,5.300018310546818,389.88359729947655
2515,2024-02-28,1.0,393.6023992919922,,-3.92999267578125,390.0681046509572
2516,2024-02-29,1.0,394.4605993652344,,3.300018310546875,390.2373982529755
2517,2024-03-01,1.0,395.25599975585936,,4.8800048828125,390.721540171822
