,Date,signal,short_mavg,long_mavg,momentum,vwap
2395,2023-09-06,0.0,,,,
2396,2023-09-07,0.0,,,,184.41000366210938
2397,2023-09-08,0.0,,,,179.7925718150641
2398,2023-09-11,0.0,,,,179.5261467411334
2399,2023-09-12,0.0,,,-6.610000610351534,179.4288351215057
2400,2023-09-13,0.0,,,-3.3499908447265625,178.91073915815105
2401,2023-09-14,0.0,,,-2.4399871826171875,178.27070243038492
2402,2023-09-15,0.0,,,-4.350006103515625,177.92675107179883
2403,2023-09-18,1.0,,,1.6699981689453125,177.46313527796775
2404,2023-09-19,1.0,,,4.8600006103515625,177.49782192201147
2405,2023-09-20,0.0,,,-0.25,177.57147776510328
2406,2023-09-21,0.0,,,-1.0800018310546875,177.52227335024168
2407,2023-09-22,0.0,,,-3.1800079345703125,177.32521860324007
2408,2023-09-25,0.0,,,-2.9900054931640625,177.20604151557052
2409,2023-09-26,0.0,,,-3.529998779296875,177.13851220163485
2410,2023-09-27,0.0,,,-3.5,176.8854407194736
2411,2023-09-28,0.0,,,-4.0999908447265625,176.53007461013428
2412,2023-09-29,0.0,,,-4.8699951171875,176.2277321067696
2413,2023-10-02,0.0,,,1.7899932861328125,176.03288534298426
2414,2023-10-03,0.0,,,1.970001220703125,175.91080011559038
2415,2023-10-04,0.0,,,2.970001220703125,175.77737413711452
2416,2023-10-05,0.0,,,3.6999969482421875,175.6702742761214
2417,2023-10-06,1.0,,,3.7400054931640625,175.62597271411482
2418,2023-10-09,1.0,,,6.5900115966796875,175.64852770374185
2419,2023-10-10,1.0,,,4.7299957275390625,175.7113998250247
2420,2023-10-11,1.0,,,4.8899993896484375,175.79300517789667
2421,2023-10-12,1.0,,,3.220001220703125,175.88836365005525
2422,2023-10-13,1.0,,,-0.1399993896484375,176.04909402655466
2423,2023-10-16,1.0,,,0.3300018310546875,176.15468509095905
2424,2023-10-17,1.0,,,-2.6500091552734375,176.2114938345597
2425,2023-10-18,0.0,,,-4.8700103759765625,176.22940287877884
2426,2023-10-19,0.0,,,-3.3899993896484375,176.2278937501664
2427,2023-10-20,0.0,,,-5.839996337890625,176.22595334677627
2428,2023-10-23,0.0,,,-4.149993896484375,176.1446852211944
2429,2023-10-24,0.0,,,-2.399993896484375,176.04222114936243
2430,2023-10-25,0.0,,,-4.3600006103515625,175.97683792238615
2431,2023-10-26,0.0,,,-5.9900054931640625,175.86291150868777
2432,2023-10-27,0.0,,,-4.779998779296875,175.61709349787697
2433,2023-10-30,0.0,,,-3.1500091552734375,175.42538569239971
2434,2023-10-31,0.0,,,-0.3300018310546875,175.31092487435683
2435,2023-11-01,0.0,,,7.0800018310546875,175.20982024522323
2436,2023-11-02,1.0,,,9.350006103515625,175.15379904634582
2437,2023-11-03,1.0,,,6.3600006103515625,175.20779341619516
2438,2023-11-06,1.0,,,8.459991455078125,175.21987539500913
2439,2023-11-07,1.0,,,7.850006103515625,175.29254443907143
2440,2023-11-08,1.0,,,5.3199920654296875,175.43994287444312
2441,2023-11-09,1.0,,,5.760009765624972,175.56610988039012
2442,2023-11-10,1.0,,,7.169998168945341,175.70120937603852
2443,2023-11-13,1.0,,,2.9799957275390625,175.92185682977072
2444,2023-11-14,1.0,176.33560119628908,,4.5500030517578125,176.05493186137505
2445,2023-11-15,1.0,176.43760101318358,,5.5999908447265625,176.27689644765948
2446,2023-11-16,1.0,176.68060119628908,,3.310012817382784,176.4881517215575
2447,2023-11-17,1.0,176.91080139160155,,4.8899993896484375,176.71772115104622
2448,2023-11-20,1.0,177.1526013183594,,4.0099945068359375,176.9218855684677
2449,2023-11-21,1.0,177.43940124511718,,2.6300048828125284,177.12470850081024
2450,2023-11-22,1.0,177.78140106201172,,1.5999908447265625,177.28155265838384
2451,2023-11-24,1.0,178.0660009765625,,0.279998779296875,177.45327950219604
2452,2023-11-27,1.0,178.36160095214845,,-1.660003662109375,177.54368567618937
2453,2023-11-28,1.0,178.61020080566405,,-0.24000549316403408,177.6901993845321
2454,2023-11-29,1.0,178.81620056152343,,-1.94000244140625,177.8314728757739
2455,2023-11-30,1.0,179.105400390625,,-0.0200042724609375,177.98408720000344
2456,2023-12-01,1.0,179.45160064697265,,1.4500122070312784,178.14358727405482
2457,2023-12-04,1.0,179.7444006347656,,-0.9700012207031534,178.3041968403187
2458,2023-12-05,1.0,180.09120056152344,,4.0500030517578125,178.4325448540442
2459,2023-12-06,1.0,180.49840057373046,,2.3700103759765625,178.6906416223798
2460,2023-12-07,1.0,180.97520080566406,,3.029998779296875,178.8495820461612
2461,2023-12-08,1.0,181.4756008911133,,6.2800140380859375,179.04434398557086
2462,2023-12-11,1.0,181.91500061035157,,-0.2400054931640625,179.2692223729292
2463,2023-12-12,1.0,182.3342007446289,,2.3899993896484375,179.48026695981696
2464,2023-12-13,1.0,182.84540100097655,,3.6900024414062216,179.6711533035231
2465,2023-12-14,1.0,183.33440093994142,,2.399993896484375,179.97500151779613
2466,2023-12-15,1.0,183.7876010131836,,4.3900146484375,180.27056860588692
2467,2023-12-18,1.0,184.1556008911133,,1.17999267578125,180.8020431372252
2468,2023-12-19,1.0,184.51460083007814,,-1.0200042724609375,180.9965807558119
2469,2023-12-20,1.0,184.84340087890624,,-3.279998779296875,181.14452806949063
2470,2023-12-21,1.0,185.1410006713867,,-2.8900146484375,181.3205257660918
2471,2023-12-22,1.0,185.3988006591797,,-2.289993286132841,181.4662572627781
2472,2023-12-26,1.0,185.68280059814452,,-3.8899993896484375,181.57128064855706
