,Date,signal,momentum
2350,2023-07-03,0.0,4.4000091552734375
2351,2023-07-05,0.0,2.0800018310546875
2352,2023-07-06,0.0,2.2200012207030966
2353,2023-07-07,0.0,-3.290008544921875
2354,2023-07-10,0.0,-3.850006103515625
2355,2023-07-11,0.0,-3.25
2356,2023-07-12,0.0,-2.039993286132784
2357,2023-07-13,0.0,-0.1399993896484375
2358,2023-07-14,0.0,2.0800018310546875
2359,2023-07-17,0.0,5.910003662109403
2360,2023-07-18,0.0,3.959991455078068
2361,2023-07-19,0.0,4.560012817382784
2362,2023-07-20,0.0,2.44000244140625
2363,2023-07-21,0.0,-2.050003051757841
2364,2023-07-24,0.0,-0.9799957275390341
2365,2023-07-25,0.0,-1.4800109863280966
2366,2023-07-26,0.0,1.3699951171875
2367,2023-07-27,0.0,1.279998779296875
2368,2023-07-28,0.0,3.0800018310546875
2369,2023-07-31,0.0,2.8300018310546875
2370,2023-08-01,0.0,1.1100006103515625
2371,2023-08-02,0.0,-0.6399993896484375
2372,2023-08-03,0.0,-4.660003662109375
2373,2023-08-04,0.0,-14.459991455078097
2374,2023-08-07,0.0,-16.759994506835938
2375,2023-08-08,0.0,-12.779998779296875
2376,2023-08-09,0.0,-12.979995727539062
2377,2023-08-10,0.0,-4.020004272460966
2378,2023-08-11,0.0,-1.0600128173828125
2379,2023-08-14,0.0,-0.339996337890625
2380,2023-08-15,0.0,-0.7400054931640625
2381,2023-08-16,0.0,-1.399993896484375
2382,2023-08-17,0.0,-3.7899932861328125
2383,2023-08-18,0.0,-4.970001220703125
2384,2023-08-21,0.0,-1.6100006103515625
2385,2023-08-22,0.0,0.6599884033203125
2386,2023-08-23,0.0,7.1199951171875
2387,2023-08-24,0.0,1.8899993896484375
2388,2023-08-25,0.0,2.7700042724609375
2389,2023-08-28,0.0,2.9600067138671875
2390,2023-08-29,0.0,3.0
2391,2023-08-30,0.0,11.269989013671903
2392,2023-08-31,0.0,9.259994506835938
2393,2023-09-01,0.0,9.270004272460938
2394,2023-09-05,0.0,5.5800018310546875
2395,2023-09-06,0.0,-4.739990234375057
2396,2023-09-07,0.0,-10.30999755859375
2397,2023-09-08,0.0,-11.280014038085938
2398,2023-09-11,0.0,-10.339996337890625
2399,2023-09-12,0.0,-6.610000610351534
2400,2023-09-13,0.0,-3.3499908447265625
2401,2023-09-14,0.0,-2.4399871826171875
2402,2023-09-15,0.0,-4.350006103515625
2403,2023-09-18,0.0,1.6699981689453125
2404,2023-09-19,0.0,4.8600006103515625
2405,2023-09-20,0.0,-0.25
2406,2023-09-21,0.0,-1.0800018310546875
2407,2023-09-22,0.0,-3.1800079345703125
2408,2023-09-25,0.0,-2.9900054931640625
2409,2023-09-26,0.0,-3.529998779296875
2410,2023-09-27,0.0,-3.5
2411,2023-09-28,0.0,-4.0999908447265625
2412,2023-09-29,0.0,-4.8699951171875
2413,2023-10-02,0.0,1.7899932861328125
2414,2023-10-03,0.0,1.970001220703125
2415,2023-10-04,0.0,2.970001220703125
2416,2023-10-05,0.0,3.6999969482421875
2417,2023-10-06,0.0,3.7400054931640625
2418,2023-10-09,0.0,6.5900115966796875
2419,2023-10-10,0.0,4.7299957275390625
2420,2023-10-11,0.0,4.8899993896484375
2421,2023-10-12,0.0,3.220001220703125
2422,2023-10-13,0.0,-0.1399993896484375
2423,2023-10-16,0.0,0.3300018310546875
2424,2023-10-17,0.0,-2.6500091552734375
2425,2023-10-18,0.0,-4.8700103759765625
2426,2023-10-19,0.0,-3.3899993896484375
2427,2023-10-20,0.0,-5.839996337890625
2428,2023-10-23,0.0,-4.149993896484375
2429,2023-10-24,0.0,-2.399993896484375
2430,2023-10-25,0.0,-4.3600006103515625
2431,2023-10-26,0.0,-5.9900054931640625
2432,2023-10-27,0.0,-4.779998779296875
2433,2023-10-30,0.0,-3.1500091552734375
2434,2023-10-31,0.0,-0.3300018310546875
2435,2023-11-01,0.0,7.0800018310546875
2436,2023-11-02,0.0,9.350006103515625
2437,2023-11-03,0.0,6.3600006103515625
2438,2023-11-06,0.0,8.459991455078125
2439,2023-11-07,0.0,7.850006103515625
2440,2023-11-08,0.0,5.3199920654296875
2441,2023-11-09,0.0,5.760009765624972
2442,2023-11-10,0.0,7.169998168945341
2443,2023-11-13,0.0,2.9799957275390625
2444,2023-11-14,0.0,4.5500030517578125
2445,2023-11-15,0.0,5.5999908447265625
2446,2023-11-16,0.0,3.310012817382784
2447,2023-11-17,0.0,4.8899993896484375
2448,2023-11-20,0.0,4.0099945068359375
2449,2023-11-21,0.0,2.6300048828125284
2450,2023-11-22,0.0,1.5999908447265625
2451,2023-11-24,0.0,0.279998779296875
2452,2023-11-27,0.0,-1.660003662109375
2453,2023-11-28,0.0,-0.24000549316403408
2454,2023-11-29,0.0,-1.94000244140625
2455,2023-11-30,0.0,-0.0200042724609375
2456,2023-12-01,0.0,1.4500122070312784
2457,2023-12-04,0.0,-0.9700012207031534
2458,2023-12-05,0.0,4.0500030517578125
2459,2023-12-06,0.0,2.3700103759765625
2460,2023-12-07,0.0,3.029998779296875
2461,2023-12-08,0.0,6.2800140380859375
2462,2023-12-11,0.0,-0.2400054931640625
2463,2023-12-12,0.0,2.3899993896484375
2464,2023-12-13,0.0,3.6900024414062216
2465,2023-12-14,0.0,2.399993896484375
2466,2023-12-15,0.0,4.3900146484375
2467,2023-12-18,0.0,1.17999267578125
2468,2023-12-19,0.0,-1.0200042724609375
2469,2023-12-20,0.0,-3.279998779296875
2470,2023-12-21,0.0,-2.8900146484375
2471,2023-12-22,0.0,-2.289993286132841
2472,2023-12-26,0.0,-3.8899993896484375
