,Date,signal,short_mavg,long_mavg,momentum,vwap
2318,2023-05-16,0.0,,,,
2319,2023-05-17,1.0,,,,172.336669921875
2320,2023-05-18,1.0,,,,172.1494058149807
2321,2023-05-19,1.0,,,,172.9962484537122
2322,2023-05-22,1.0,,,2.1299896240234375,173.62632027764332
2323,2023-05-23,0.0,,,-1.1300048828125,173.70752044525008
2324,2023-05-24,0.0,,,-3.2100067138671875,173.44479029109337
2325,2023-05-25,0.0,,,-2.1699981689453125,173.21313021165835
2326,2023-05-26,1.0,,,1.2299957275390625,173.16564119249097
2327,2023-05-30,1.0,,,5.7400054931640625,173.35215291975217
2328,2023-05-31,1.0,,,5.410003662109375,173.80481588972899
2329,2023-06-01,1.0,,,7.0999908447265625,174.43722218009935
2330,2023-06-02,1.0,,,5.5200042724609375,174.89342574550298
2331,2023-06-05,1.0,,,2.279998779296875,175.36488186570475
2332,2023-06-06,1.0,,,1.9600067138671875,176.12584825337402
2333,2023-06-07,1.0,,,-2.269989013671875,176.31760679100097
2334,2023-06-08,1.0,,,-0.3799896240234375,176.46930458964596
2335,2023-06-09,1.0,,,1.3800048828125,176.61913217247627
2336,2023-06-12,1.0,,,4.579986572265625,176.82479653025163
2337,2023-06-13,1.0,,,5.489990234375,177.1082129556668
2338,2023-06-14,1.0,,,3.3799896240234375,177.38810307479451
2339,2023-06-15,1.0,,,5.049987792968722,177.66196879378097
2340,2023-06-16,1.0,,,1.1300048828125,178.04216672351717
2341,2023-06-20,1.0,,,1.699996948242159,178.55922932324444
2342,2023-06-21,1.0,,,0.010009765625,178.78042346190034
2343,2023-06-22,1.0,,,0.9900054931640909,178.94797256824202
2344,2023-06-23,1.0,,,1.7599945068359375,179.17227150590136
2345,2023-06-26,1.0,,,0.26000976562505684,179.4063220448805
2346,2023-06-27,1.0,,,4.0999908447265625,179.5990454873211
2347,2023-06-28,1.0,,,2.25,179.8254828759858
2348,2023-06-29,1.0,,,2.9100036621094034,180.08517710672155
2349,2023-06-30,1.0,,,8.699996948242159,180.32325404426382
2350,2023-07-03,1.0,,,4.4000091552734375,180.89410825749192
2351,2023-07-05,1.0,,,2.0800018310546875,181.08399757208954
2352,2023-07-06,1.0,,,2.2200012207030966,181.33138030884564
2353,2023-07-07,1.0,,,-3.290008544921875,181.54450658608295
2354,2023-07-10,1.0,,,-3.850006103515625,181.76006217560516
2355,2023-07-11,1.0,,,-3.25,181.94881077609844
2356,2023-07-12,1.0,,,-2.039993286132784,182.07688035992197
2357,2023-07-13,1.0,,,-0.1399993896484375,182.2891391074966
2358,2023-07-14,1.0,,,2.0800018310546875,182.43657821488569
2359,2023-07-17,1.0,,,5.910003662109403,182.5795414220036
2360,2023-07-18,1.0,,,3.959991455078068,182.80719046011887
2361,2023-07-19,1.0,,,4.560012817382784,183.01863603956386
2362,2023-07-20,1.0,,,2.44000244140625,183.41118505497693
2363,2023-07-21,1.0,,,-2.050003051757841,183.65612520019954
2364,2023-07-24,1.0,,,-0.9799957275390341,183.90139612013462
2365,2023-07-25,1.0,,,-1.4800109863280966,184.05934559379068
2366,2023-07-26,1.0,,,1.3699951171875,184.19005828747913
2367,2023-07-27,1.0,184.8288003540039,,1.279998779296875,184.36551518539548
2368,2023-07-28,1.0,185.30400024414064,,3.0800018310546875,184.53231553827254
2369,2023-07-31,1.0,185.77920013427735,,2.8300018310546875,184.71667531330235
2370,2023-08-01,1.0,186.19040008544923,,1.1100006103515625,184.8675610281172
2371,2023-08-02,1.0,186.53880004882814,,-0.6399993896484375,184.99854177220115
2372,2023-08-03,1.0,186.8782000732422,,-4.660003662109375,185.1360775900291
2373,2023-08-04,0.0,187.08680023193358,,-14.459991455078097,185.2613317128363
2374,2023-08-07,0.0,187.22700042724608,,-16.759994506835938,185.20683434652284
2375,2023-08-08,0.0,187.36320037841796,,-12.779998779296875,185.0453239445843
2376,2023-08-09,0.0,187.41840057373048,,-12.979995727539062,184.92726400422853
2377,2023-08-10,0.0,187.43180053710938,,-4.020004272460966,184.81714106652703
2378,2023-08-11,0.0,187.44260040283203,,-1.0600128173828125,184.72171265376173
2379,2023-08-14,0.0,187.43000061035156,,-0.339996337890625,184.61718349113357
2380,2023-08-15,0.0,187.36000061035156,,-0.7400054931640625,184.54604462455958
2381,2023-08-16,0.0,187.29980072021485,,-1.399993896484375,184.46670441769902
2382,2023-08-17,0.0,187.1956005859375,,-3.7899932861328125,184.3732397363716
2383,2023-08-18,0.0,187.1290005493164,,-4.970001220703125,184.20653531023677
2384,2023-08-21,0.0,187.03440032958986,,-1.6100006103515625,184.03895738078552
2385,2023-08-22,0.0,186.9598001098633,,0.6599884033203125,183.93233317304944
2386,2023-08-23,0.0,186.90640014648437,,7.1199951171875,183.85743730054196
2387,2023-08-24,0.0,186.76780029296876,,1.8899993896484375,183.81001564194355
2388,2023-08-25,0.0,186.66100036621094,,2.7700042724609375,183.727313240018
2389,2023-08-28,0.0,186.54460052490234,,2.9600067138671875,183.65230400450133
2390,2023-08-29,1.0,186.52860046386718,,3.0,183.61055822513558
2391,2023-08-30,1.0,186.58140045166016,,11.269989013671903,183.60064799270907
2392,2023-08-31,1.0,186.65960021972657,,9.259994506835938,183.64639589945207
2393,2023-09-01,1.0,186.7088003540039,,9.270004272460938,183.7110216262346
2394,2023-09-05,1.0,186.76920043945313,,5.5800018310546875,183.76976785280257
2395,2023-09-06,0.0,186.7220004272461,,-4.739990234375057,183.82542260812687
2396,2023-09-07,0.0,186.5120004272461,,-10.30999755859375,183.8362461292188
2397,2023-09-08,0.0,186.2906002807617,,-11.280014038085938,183.65242452861568
2398,2023-09-11,0.0,186.08600036621092,,-10.339996337890625,183.5822773423919
2399,2023-09-12,0.0,185.73260040283202,,-6.610000610351534,183.52421585245597
2400,2023-09-13,0.0,185.36760040283204,,-3.3499908447265625,183.4014957144393
