,Date,signal,short_mavg,long_mavg,signal_ma
2124,2022-09-20,0.0,257.99915106315524,267.1713615067136,0.0
2125,2022-09-21,0.0,256.184945909354,266.37639349098197,0.0
2126,2022-09-22,0.0,254.7368554158478,265.6610020046878,0.0
2127,2022-09-23,0.0,253.13524996376185,264.8795652769204,0.0
2128,2022-09-26,0.0,251.64141634323616,264.10690138033794,0.0
2129,2022-09-27,0.0,250.19080561170026,263.326707078416,0.0
2130,2022-09-28,0.0,249.32215815574963,262.6997577895654,0.0
2131,2022-09-29,0.0,248.19623833139252,261.989905457465,0.0
2132,2022-09-30,0.0,246.73945314711557,261.17047132898665,0.0
2133,2022-10-03,0.0,246.16807718007257,260.59496524910435,0.0
2134,2022-10-04,0.0,246.42635600890495,260.26496636554685,0.0
2135,2022-10-05,0.0,246.69051228884183,259.9532770861862,0.0
2136,2022-10-06,0.0,246.69998666953623,259.5824803594241,0.0
2137,2022-10-07,0.0,245.51332179559603,258.86860782798016,0.0
2138,2022-10-10,0.0,243.96443400553926,258.0342808469103,0.0
2139,2022-10-11,0.0,242.19734540140308,257.1152871233948,0.0
2140,2022-10-12,0.0,240.6309315536504,256.2317579086513,0.0
2141,2022-10-13,0.0,240.02227192884217,255.61227192511643,0.0
2142,2022-10-14,0.0,238.93062675072326,254.85023602746793,0.0
2143,2022-10-17,0.0,238.7972336105874,254.36234202047723,0.0
2144,2022-10-18,0.0,238.7689256476743,253.91551548468917,0.0
2145,2022-10-19,0.0,238.55093232194716,253.42437408307933,0.0
2146,2022-10-20,0.0,238.32227151952213,252.937771824302,0.0
2147,2022-10-21,0.0,238.68395948120457,252.63304571987624,0.0
2148,2022-10-24,0.0,239.499772863947,252.4814106291755,0.0
2149,2022-10-25,0.0,240.5626519875815,252.4301033906666,0.0
2150,2022-10-26,0.0,239.6824001148803,251.83545279724555,0.0
2151,2022-10-27,0.0,238.45074296108217,251.12882032408373,0.0
2152,2022-10-28,0.0,238.2049574521398,250.69899426191765,0.0
2153,2022-10-31,0.0,237.6263905407753,250.17592413856258,0.0
2154,2022-11-01,0.0,236.72578174345816,249.55603889998181,0.0
2155,2022-11-02,0.0,235.14237453965413,248.72629149726447,0.0
2156,2022-11-03,0.0,233.1526245834966,247.75512835649647,0.0
2157,2022-11-04,0.0,232.03237456503484,247.01244866728948,0.0
2158,2022-11-07,0.0,231.63595747476367,246.47322462362465,0.0
2159,2022-11-08,0.0,231.37253248832786,245.97735900372504,0.0
2160,2022-11-09,0.0,230.7189574424715,245.37264451085494,0.0
2161,2022-11-10,0.0,231.8866753743827,245.30524595357844,0.0
2162,2022-11-11,0.0,233.33651587304638,245.35608411292415,0.0
2163,2022-11-14,0.0,234.11875274720938,245.2488705619054,0.0
2164,2022-11-15,0.0,234.86649069706593,245.15650804525183,0.0
2165,2022-11-16,0.0,235.52015784282528,245.05998657151343,0.0
2166,2022-11-17,0.0,236.1068087792973,244.96477547585903,0.0
2167,2022-11-18,0.0,236.5937794880026,244.85928887712225,0.0
2168,2022-11-21,0.0,237.11341982740785,244.78015406514018,0.0
2169,2022-11-22,0.0,237.86737972758775,244.7871919444122,0.0
2170,2022-11-23,0.0,238.79239135648936,244.8658626454444,0.0
2171,2022-11-25,0.0,239.6207355599822,244.93978216228157,0.0
2172,2022-11-28,0.0,239.8244745073016,244.8502106790296,0.0
2173,2022-11-29,0.0,239.87261996670668,244.72288085232609,0.0
