,Date,signal,signal_adx,adx,+DI,-DI
1895,2021-10-21,0.0,0.0,42.566767704130356,36.223535422906586,3.864831435343432
1896,2021-10-22,0.0,0.0,44.83354834332807,39.451591677444206,2.586759467247519
1897,2021-10-25,0.0,0.0,45.9210697260268,37.90060938801181,4.999181434218477
1898,2021-10-26,0.0,0.0,48.039741010561194,40.081524534791384,5.340680071431429
1899,2021-10-27,0.0,0.0,51.555119352177904,48.35796274658048,4.3737403524020015
1900,2021-10-28,0.0,0.0,56.615266272568235,46.148218227134095,4.1036779701011366
1901,2021-10-29,0.0,0.0,62.45761240266707,52.32953224553615,3.9402795902807894
1902,2021-11-01,0.0,0.0,67.67840386346745,50.12745351080954,3.2890462085550736
1903,2021-11-02,0.0,0.0,73.20117767033669,50.50553302844584,3.303235468985619
1904,2021-11-03,0.0,0.0,78.72123672226466,46.067652771348186,3.4285045635384974
1905,2021-11-04,0.0,0.0,83.12548557896295,44.76924374095443,3.2859579957956497
1906,2021-11-05,0.0,0.0,83.50502568413619,43.4136589425654,3.337433657271396
1907,2021-11-08,0.0,0.0,83.92154554898345,41.29322517767445,3.2600227059740132
1908,2021-11-09,0.0,0.0,84.69079512602795,42.38752589667162,1.7567294793372885
1909,2021-11-10,0.0,0.0,83.74456812598956,39.90329789903079,7.750607180222738
1910,2021-11-11,0.0,0.0,82.49273228420246,39.827428866480425,6.982211781906286
1911,2021-11-12,0.0,0.0,82.65053934337845,43.29848393834781,5.105946679568656
1912,2021-11-15,0.0,0.0,82.723745383429,40.51593947245978,5.133467330700384
1913,2021-11-16,0.0,0.0,81.5914239836268,30.79449382871044,5.962138021821264
1914,2021-11-17,0.0,0.0,80.67328387094835,34.543348727961785,5.902314958247175
1915,2021-11-18,0.0,0.0,78.37901351002104,25.046187159054256,7.507696294839104
1916,2021-11-19,0.0,0.0,76.39209661164088,30.57568166513151,7.675371545715615
1917,2021-11-22,0.0,0.0,74.68035164593641,31.671934108034417,7.009481394461954
1918,2021-11-23,0.0,0.0,70.73549841494516,28.754918528256194,15.173071278776948
1919,2021-11-24,0.0,0.0,66.61445873875056,27.534140575765154,15.27734813681579
1920,2021-11-26,0.0,0.0,60.57795285487685,22.48992058041683,21.951530067393264
1921,2021-11-29,0.0,0.0,54.79005905831851,22.140743438574113,20.300812638000487
1922,2021-11-30,-1.0,-1.0,49.198255156524404,19.684862482608676,25.964215082719278
1923,2021-12-01,1.0,1.0,44.532901658066784,20.51744598580812,19.65128281882009
1924,2021-12-02,-1.0,-1.0,39.786735246815226,19.97153744573468,21.515392100254473
1925,2021-12-03,0.0,0.0,36.51667938278873,14.604731306790688,29.07113847371206
1926,2021-12-06,0.0,0.0,33.35676450529021,13.384480186857525,26.731062752217184
1927,2021-12-07,0.0,0.0,29.802867557315775,17.89671238568741,25.649871280897212
1928,2021-12-08,0.0,0.0,26.34875835482031,16.1675431526825,25.5315171891484
1929,2021-12-09,0.0,0.0,23.811597266312308,17.212721399981216,24.952073464979147
1930,2021-12-10,0.0,0.0,20.19448816941232,19.64717947310473,23.64233212959042
1931,2021-12-13,0.0,0.0,16.936808915766214,17.182255786725246,24.802679500124157
1932,2021-12-14,0.0,0.0,16.9748723930267,15.882597563456716,30.45702140836343
1933,2021-12-15,0.0,0.0,17.114981456419635,15.506392810585897,29.17495728535664
1934,2021-12-16,0.0,0.0,18.37890884574596,16.247483748843408,23.823477476756313
1935,2021-12-17,0.0,0.0,20.175139204991552,15.601048579075172,28.646221441963192
1936,2021-12-20,0.0,0.0,20.6935215691309,15.919593092582538,24.389837245308634
1937,2021-12-21,0.0,0.0,21.491082398023735,18.95154799592209,24.777157772223084
1938,2021-12-22,0.0,0.0,21.259607481787196,23.305976305695648,23.083005393242594
1939,2021-12-23,0.0,0.0,20.681199125268382,27.971727172219158,16.774273623080628
1940,2021-12-27,0.0,0.0,20.466146678519614,33.41217371404495,17.88871930231209
1941,2021-12-28,0.0,0.0,20.677315706853697,28.806820701771095,18.902130522956824
1942,2021-12-29,0.0,0.0,20.483372886520424,29.106068543103515,19.50902197632268
1943,2021-12-30,0.0,0.0,20.333446820903333,28.204662577103555,20.31696518101084
1944,2021-12-31,0.0,0.0,19.81618409063166,23.566508606706066,24.522144480093388
1945,2022-01-03,0.0,0.0,19.55371791005691,22.02647627063078,29.48289551079814
1946,2022-01-04,0.0,0.0,17.888242478880795,23.41093177747249,19.888654104011188
1947,2022-01-05,0.0,0.0,16.686538435798816,22.32550308434481,29.454195879735313
1948,2022-01-06,0.0,0.0,17.050413876453554,22.206961464507994,36.23294897943058
1949,2022-01-07,0.0,0.0,16.192981401384934,22.506704222736744,32.0407088446703
1950,2022-01-10,0.0,0.0,16.53577234129505,21.626355620950054,36.675240276784805
