,Cash,Position,pnl,g_sl,g_tp,close,amount,multiplier,no_trades,no_wins
357,-4.86,1.0,-104.86,88.65,111.98,93.32,93.32,1.07,1.0,0.0
358,-4.86,0.0,-104.86,88.65,111.98,94.4,93.32,1.07,1.0,0.0
359,-4.86,0.0,-104.86,88.65,111.98,94.61,93.32,1.07,1.0,0.0
360,-4.86,0.0,-104.86,88.65,111.98,94.84,93.32,1.07,1.0,0.0
361,-4.86,0.0,-104.86,88.65,111.98,93.39,93.32,1.07,1.0,0.0
362,-4.86,0.0,-104.86,88.65,111.98,93.13,93.32,1.07,1.0,0.0
363,-4.86,0.0,-104.86,88.65,111.98,93.24,93.32,1.07,1.0,0.0
364,-4.86,0.0,-104.86,88.65,111.98,92.99,93.32,1.07,1.0,0.0
365,-4.86,0.0,-104.86,88.65,111.98,92.48,93.32,1.07,1.0,0.0
366,-4.86,0.0,-104.86,88.65,111.98,91.0,93.32,1.07,1.0,0.0
367,-4.86,0.0,-104.86,88.65,111.98,91.37,93.32,1.07,1.0,0.0
368,-4.86,0.0,-104.86,88.65,111.98,93.04,93.32,1.07,1.0,0.0
369,-4.86,0.0,-104.86,88.65,111.98,93.35,93.32,1.07,1.0,0.0
370,-4.86,0.0,-104.86,88.65,111.98,93.17,93.32,1.07,1.0,0.0
371,-4.86,0.0,-104.86,88.65,111.98,93.93,93.32,1.07,1.0,0.0
372,-4.86,0.0,-104.86,88.65,111.98,94.76,93.32,1.07,1.0,0.0
373,-4.86,0.0,-104.86,88.65,111.98,93.42,93.32,1.07,1.0,0.0
374,-4.86,0.0,-104.86,88.65,111.98,94.98,93.32,1.07,1.0,0.0
375,-4.86,0.0,-104.86,88.65,111.98,95.08,93.32,1.07,1.0,0.0
376,-4.86,0.0,-104.86,88.65,111.98,95.37,93.32,1.07,1.0,0.0
377,-4.86,0.0,-104.86,88.65,111.98,95.99,93.32,1.07,1.0,0.0
378,-4.86,0.0,-104.86,88.65,111.98,95.45,93.32,1.07,1.0,0.0
379,-4.86,0.0,-104.86,88.65,111.98,94.53,93.32,1.07,1.0,0.0
380,-4.86,0.0,-104.86,88.65,111.98,97.15,93.32,1.07,1.0,0.0
381,-4.86,0.0,-104.86,88.65,111.98,98.24,93.32,1.07,1.0,0.0
382,-4.86,0.0,-104.86,88.65,111.98,97.94,93.32,1.07,1.0,0.0
383,-4.86,0.0,-104.86,88.65,111.98,97.59,93.32,1.07,1.0,0.0
384,-4.86,0.0,-104.86,88.65,111.98,97.63,93.32,1.07,1.0,0.0
385,-4.86,0.0,-104.86,88.65,111.98,99.53,93.32,1.07,1.0,0.0
386,-4.86,0.0,-104.86,88.65,111.98,100.31,93.32,1.07,1.0,0.0
387,-4.86,0.0,-104.86,88.65,111.98,99.94,93.32,1.07,1.0,0.0
388,-4.86,0.0,-104.86,88.65,111.98,100.19,93.32,1.07,1.0,0.0
389,-4.86,0.0,-104.86,88.65,111.98,100.48,93.32,1.07,1.0,0.0
390,-4.86,0.0,-104.86,88.65,111.98,101.37,93.32,1.07,1.0,0.0
391,-4.86,0.0,-104.86,88.65,111.98,101.03,93.32,1.07,1.0,0.0
392,-4.86,0.0,-104.86,88.65,111.98,102.17,93.32,1.07,1.0,0.0
393,-4.86,0.0,-104.86,88.65,111.98,101.96,93.32,1.07,1.0,0.0
394,-4.86,0.0,-104.86,88.65,111.98,101.94,93.32,1.07,1.0,0.0
395,-4.86,0.0,-104.86,88.65,111.98,102.33,93.32,1.07,1.0,0.0
396,-4.86,0.0,-104.86,88.65,111.98,101.92,93.32,1.07,1.0,0.0
397,-4.86,0.0,-104.86,88.65,111.98,100.84,93.32,1.07,1.0,0.0
398,-4.86,0.0,-104.86,88.65,111.98,101.45,93.32,1.07,1.0,0.0
399,-4.86,0.0,-104.86,88.65,111.98,101.86,93.32,1.07,1.0,0.0
400,-4.86,0.0,-104.86,88.65,111.98,100.27,93.32,1.07,1.0,0.0
401,-4.86,0.0,-104.86,88.65,111.98,99.88,93.32,1.07,1.0,0.0
402,-4.86,0.0,-104.86,88.65,111.98,101.22,93.32,1.07,1.0,0.0
403,-4.86,0.0,-104.86,88.65,111.98,101.5,93.32,1.07,1.0,0.0
404,-4.86,0.0,-104.86,88.65,111.98,102.67,93.32,1.07,1.0,0.0
405,-4.86,0.0,-104.86,88.65,111.98,102.49,93.32,1.07,1.0,0.0
406,-4.86,0.0,-104.86,88.65,111.98,102.48,93.32,1.07,1.0,0.0
407,-4.86,0.0,-104.86,88.65,111.98,102.77,93.32,1.07,1.0,0.0
408,-4.86,0.0,-104.86,88.65,111.98,102.04,93.32,1.07,1.0,0.0
409,-4.86,0.0,-104.86,88.65,111.98,101.96,93.32,1.07,1.0,0.0
410,-4.86,0.0,-104.86,88.65,111.98,102.37,93.32,1.07,1.0,0.0
411,-4.86,0.0,-104.86,88.65,111.98,101.24,93.32,1.07,1.0,0.0
