,Date,signal,rsi
1578,2020-07-21,0.0,56.34690371995695
1579,2020-07-22,0.0,58.18055367186426
1580,2020-07-23,0.0,46.33425335112819
1581,2020-07-24,0.0,40.11359675335136
1582,2020-07-27,0.0,45.382039731773325
1583,2020-07-28,1.0,37.959463097468515
1584,2020-07-29,1.0,38.710377184887825
1585,2020-07-30,1.0,39.132363808933455
1586,2020-07-31,0.0,47.38974598722147
1587,2020-08-03,0.0,58.237765114134014
1588,2020-08-04,0.0,54.98575556373481
1589,2020-08-05,0.0,59.226683906687896
1590,2020-08-06,0.0,63.141464605564046
1591,2020-08-07,0.0,50.94826449395585
1592,2020-08-10,0.0,49.47676850902657
1593,2020-08-11,0.0,41.571000859901226
1594,2020-08-12,0.0,57.18920145864176
1595,2020-08-13,0.0,58.131861424708134
1596,2020-08-14,0.0,55.85166686823132
1597,2020-08-17,0.0,59.6721254065289
1598,2020-08-18,0.0,58.87270849451885
1599,2020-08-19,0.0,56.66666783592209
1600,2020-08-20,0.0,60.12270295117187
1601,2020-08-21,0.0,45.28151838376365
1602,2020-08-24,0.0,50.576049777380874
1603,2020-08-25,0.0,54.75100465608395
1604,2020-08-26,0.0,56.24672841668479
1605,2020-08-27,0.0,67.63381969596928
1606,2020-08-28,0.0,77.12709347446628
1607,2020-08-31,-1.0,80.26780218552067
1608,2020-09-01,0.0,77.79825105936322
1609,2020-09-02,-1.0,81.51604644603665
1610,2020-09-03,0.0,58.30696897330041
1611,2020-09-04,0.0,53.800498167368104
1612,2020-09-08,0.0,42.948409403469306
1613,2020-09-09,0.0,51.14470608862096
1614,2020-09-10,0.0,43.46715138070553
1615,2020-09-11,0.0,43.60323833012721
1616,2020-09-14,0.0,44.16737034540162
1617,2020-09-15,0.0,44.62763383158402
1618,2020-09-16,1.0,38.600966130966754
1619,2020-09-17,1.0,32.422391019044156
1620,2020-09-18,1.0,28.88032038045749
1621,2020-09-21,1.0,32.65951244124882
1622,2020-09-22,1.0,35.7050144588259
1623,2020-09-23,1.0,28.394540459368713
1624,2020-09-24,1.0,38.26708544390447
1625,2020-09-25,0.0,44.79015267692755
1626,2020-09-28,0.0,56.55199077984403
1627,2020-09-29,0.0,45.550896424208425
1628,2020-09-30,0.0,55.84354929927889
1629,2020-10-01,0.0,59.75017674841511
1630,2020-10-02,0.0,50.81047211530719
1631,2020-10-05,0.0,51.634659814038706
1632,2020-10-06,0.0,50.865539396854416
1633,2020-10-07,0.0,56.7236622253324
1634,2020-10-08,0.0,60.253567802840244
1635,2020-10-09,0.0,62.573427632992384
1636,2020-10-12,0.0,63.07029624804596
1637,2020-10-13,0.0,73.14486579029915
1638,2020-10-14,0.0,68.59607331280631
1639,2020-10-15,0.0,63.43011768094183
1640,2020-10-16,0.0,62.03485154492458
1641,2020-10-19,0.0,57.61155315526742
1642,2020-10-20,0.0,55.013918154380846
1643,2020-10-21,0.0,52.84671045059828
1644,2020-10-22,0.0,62.45704095709139
1645,2020-10-23,0.0,59.12066150935005
1646,2020-10-26,0.0,56.17777785815337
1647,2020-10-27,0.0,55.18181780350093
1648,2020-10-28,0.0,40.775326227055245
1649,2020-10-29,1.0,36.00808103521038
1650,2020-10-30,1.0,23.918451062985213
