,Date,signal,short_mavg,long_mavg,signal_ma,signal_rsi,rsi,signal_adx,adx,+DI,-DI,sum
1733,2021-03-03,0.0,234.26661805498696,234.5476391630182,0.0,1.0,30.465936099031353,0.0,56.987083526221376,4.79034386259267,31.30459743173371,1.0
1734,2021-03-04,0.0,232.89632308636007,233.24469859043833,0.0,1.0,26.766079018327275,0.0,57.26501036493958,5.493183301343694,33.148415272658674,1.0
1735,2021-03-05,0.0,232.66062908947924,232.97058317595122,0.0,1.0,34.28035249620318,0.0,56.49575112879148,6.0012820114809875,31.34996433758806,1.0
1736,2021-03-08,0.0,231.70233278041908,232.04048587823408,0.0,1.0,32.080867876551025,0.0,56.29286254617976,4.878038694698568,30.17984997590325,1.0
1737,2021-03-09,0.0,232.0800902347605,232.33040469507787,0.0,1.0,39.863816816191886,0.0,57.226405285023766,6.958043133287234,26.247090293080795,1.0
1738,2021-03-10,0.0,232.14189167733954,232.34533694072243,0.0,1.0,39.14040707588004,0.0,58.189104850839534,8.682218224737325,25.66918210319915,1.0
1739,2021-03-11,0.0,233.04882135106186,233.14278159773744,0.0,1.0,46.460181721305524,0.0,55.77473832913279,10.78571545403784,24.046848475967632,1.0
1740,2021-03-12,0.0,233.53994474177787,233.57731799811452,0.0,0.0,51.261193059302194,0.0,55.41474968702705,11.372633038778094,17.548352683889583,0.0
1741,2021-03-15,0.0,233.7708634357444,233.78276459152772,0.0,0.0,51.57592335758103,0.0,53.557143419477015,11.666261151810467,15.311973461454107,0.0
1742,2021-03-16,1.0,234.48707130449398,234.43730494525096,1.0,0.0,53.12995351030452,1.0,49.64703598937522,17.240954357757314,15.48784490238228,2.0
1743,2021-03-17,0.0,234.9512389375192,234.87108633539793,0.0,0.0,58.82866600396945,-1.0,45.04695639583118,17.53564995912279,17.707827295023876,-1.0
1744,2021-03-18,0.0,234.18192298900718,234.17923881628212,0.0,1.0,48.28936320094597,0.0,41.74981332680146,16.509481563874896,21.18799495273417,1.0
1745,2021-03-19,0.0,233.4852108280087,233.54103336415437,-1.0,1.0,42.5671224219627,0.0,40.14436060880957,14.28211133474142,22.941758858348745,0.0
1746,2021-03-22,0.0,233.9406280398551,233.94919538565603,0.0,0.0,52.260137081721666,0.0,36.69821867989675,19.3485630523781,22.133425611520018,0.0
1747,2021-03-23,1.0,234.60233236552773,234.55432979322248,1.0,0.0,61.87766137746442,1.0,33.23367980563131,24.839569967301962,14.918552644511319,2.0
1748,2021-03-24,0.0,234.7582731561349,234.70527594666325,0.0,0.0,60.04141317274469,0.0,30.264266415203355,26.665773252222518,14.359514823403114,0.0
1749,2021-03-25,0.0,234.31858646190867,234.31106267853448,0.0,0.0,50.88685243460164,0.0,26.418483934882506,26.13098451660227,19.70290174615801,0.0
1750,2021-03-26,0.0,234.71156996475054,234.67255152003526,0.0,0.0,60.912354153172465,0.0,22.24219553966964,26.380703957749574,20.02192732073904,0.0
1751,2021-03-29,0.0,234.80764915173484,234.76712718222342,0.0,0.0,52.00000836097685,0.0,18.70115048989398,24.79254375605486,20.901290251881377,0.0
1752,2021-03-30,0.0,234.26989587024042,234.28094033577213,-1.0,1.0,49.26032720249428,0.0,15.242460626404107,22.741740748087143,22.278521107627526,0.0
1753,2021-03-31,1.0,234.54264285246234,234.5291176585536,1.0,1.0,48.198197651828735,0.0,13.2336208149291,27.00488202396747,22.11842822600208,2.0
1754,2021-04-01,0.0,235.9621634435629,235.83259906604724,0.0,0.0,57.685148728765945,0.0,13.302114446139894,30.96906250380155,19.670107988225897,0.0
1755,2021-04-05,0.0,238.34540778550033,238.0388337757425,0.0,0.0,64.63465661774794,0.0,15.151019800832342,38.79875222108111,16.86731856319734,0.0
1756,2021-04-06,0.0,240.0753337536551,239.67569491484403,0.0,0.0,60.79097826912186,0.0,16.949188129177564,32.86741783823683,17.492206500053342,0.0
1757,2021-04-07,0.0,241.86163559780587,241.37974474511745,0.0,0.0,63.28513046112778,0.0,20.009597377288312,35.70934172585063,14.117322432597081,0.0
1758,2021-04-08,0.0,243.9322473072957,243.35812062093123,0.0,-1.0,74.79639270479967,0.0,23.3962198709285,41.58531123655865,10.453767415934239,-1.0
1759,2021-04-09,0.0,246.09911254297205,245.44010153469532,0.0,-1.0,76.75199123019902,0.0,26.452161087043667,43.970336044145306,8.991018280287598,-1.0
1760,2021-04-12,0.0,247.88291092826972,247.18508522259765,0.0,-1.0,73.66919831529634,0.0,30.496162955121033,42.28453738910004,9.493677580520274,-1.0
1761,2021-04-13,0.0,249.811470802107,249.06923605789387,0.0,-1.0,74.27442797244426,0.0,33.02019772229897,39.37751310512398,9.755348965128782,-1.0
1762,2021-04-14,0.0,250.86211180861312,250.15602943789335,0.0,-1.0,72.95324267604082,0.0,35.21294071357335,38.78298256955577,9.486027393689984,-1.0
1763,2021-04-15,0.0,252.43263693431982,251.71335786491113,0.0,-1.0,80.4211618696946,0.0,40.13728831523938,41.1063027757103,3.827063530867099,-1.0
1764,2021-04-16,0.0,253.9430648070571,253.21779659315513,0.0,-1.0,79.06086374156416,0.0,45.13660802587613,43.96307750340993,3.902489531755778,-1.0
1765,2021-04-19,0.0,254.81523306656945,254.1381622000251,0.0,-1.0,77.64705079814264,0.0,50.52139047008268,45.49745236152918,3.9824166687956684,-1.0
1766,2021-04-20,0.0,255.44155610276135,254.82513679429175,0.0,-1.0,83.35441584109581,0.0,56.35521077599333,46.081701106551215,4.3628487364897,-1.0
1767,2021-04-21,0.0,256.3758161881258,255.78427842395405,0.0,-1.0,82.65335426750687,0.0,61.3241872604598,40.79411137096449,4.655647737398665,-1.0
1768,2021-04-22,0.0,256.52021568623644,256.0152342579174,0.0,-1.0,71.28093505664881,0.0,64.30980028635304,34.79195282011022,7.608493034207639,-1.0
1769,2021-04-23,0.0,257.36199354264517,256.8710275310119,0.0,0.0,68.8279708598033,0.0,64.91635658300747,22.932501547731317,8.080416618307645,0.0
1770,2021-04-26,0.0,258.123447042704,257.65085424133804,0.0,-1.0,71.8900523739047,0.0,66.46717194073983,25.881495565295033,8.118916803080772,-1.0
1771,2021-04-27,0.0,258.8228205296129,258.3707120712322,0.0,-1.0,70.35421092502018,0.0,66.94748996575574,24.710458603172814,8.223927134868001,-1.0
1772,2021-04-28,0.0,258.0477618076094,257.7355929857925,0.0,0.0,51.943045755681176,-1.0,63.299638592084875,16.949472050769838,20.20147102488739,-1.0
1773,2021-04-29,0.0,257.04089502565057,256.8646599059664,0.0,1.0,44.9637786695639,0.0,60.94235639901381,12.872118517616196,25.57789518560252,1.0
1774,2021-04-30,0.0,256.1570945984016,256.08388203426887,0.0,1.0,44.42114564952064,0.0,59.407579896717166,10.006603913114567,24.40552813793594,1.0
1775,2021-05-03,0.0,255.3758047823925,255.37990179694933,-1.0,1.0,39.36475860249244,0.0,58.21292139106969,9.601740778089832,24.425689740953693,0.0
1776,2021-05-04,0.0,253.99656632852708,254.11491704514657,0.0,1.0,37.94059626437116,0.0,57.601952649727686,9.231031432272314,29.345402012249227,1.0
1777,2021-05-05,0.0,252.62809994528635,252.84076440773933,0.0,1.0,28.1007749949992,0.0,55.90840862023645,7.562629499387814,29.56002609771752,1.0
1778,2021-05-06,0.0,252.10117190569594,252.3223029610393,0.0,1.0,32.672293430633744,0.0,54.82981231244132,5.6830575316931995,30.507396877535715,1.0
1779,2021-05-07,0.0,252.1664145980907,252.3452535865106,0.0,1.0,40.33846421101311,0.0,51.97918790089653,11.699489338112567,30.080028751156874,1.0
1780,2021-05-10,0.0,251.25979243039808,251.4843767680557,0.0,1.0,35.14741316184562,0.0,49.62084201360601,11.353434172612006,33.77648546916435,1.0
1781,2021-05-11,0.0,250.34528393896915,250.60864659463627,0.0,1.0,30.030615274002216,0.0,48.11703273522878,10.452156916416834,39.87077070984943,1.0
1782,2021-05-12,0.0,248.28250504097474,248.67387216219691,0.0,1.0,27.144637197818398,0.0,47.944047151449,10.151141200362348,42.84284687150226,1.0
1783,2021-05-13,0.0,247.32750390248782,247.73322659838024,0.0,1.0,27.236197511515,0.0,48.48460490535448,11.892264532572018,41.505481677126205,1.0
1784,2021-05-14,0.0,247.47704753775992,247.80268781473092,0.0,1.0,34.95059746427283,0.0,48.001968665567055,14.76139543080559,39.39429339797451,1.0
1785,2021-05-17,0.0,247.05940119921834,247.3655719582393,0.0,1.0,32.16485454392212,0.0,48.038921118216244,13.502049076690234,41.13563111679686,1.0
1786,2021-05-18,0.0,246.3358740413704,246.65131027037518,0.0,1.0,36.254792579462865,0.0,50.38357664622252,14.530615568605507,35.213584013734426,1.0
1787,2021-05-19,0.0,245.75116878242804,246.0627577448439,0.0,1.0,38.18867547902059,0.0,51.033329816565704,15.044369754653566,36.959608102842544,1.0
1788,2021-05-20,0.0,245.8836827724482,246.1322974086264,0.0,1.0,43.33800941565376,0.0,49.96362615312119,21.387442150090244,37.10151113671037,1.0
1789,2021-05-21,0.0,245.75392193544764,245.9719142020129,0.0,1.0,42.35777459377862,0.0,48.96878174632702,20.036329446679513,36.91489656554554,1.0
1790,2021-05-24,0.0,246.66775408887477,246.77326163156022,0.0,0.0,53.299499736481856,0.0,45.97118290617745,24.027433373028387,29.47101779317195,0.0
1791,2021-05-25,0.0,247.58634447647992,247.5977182297507,0.0,0.0,55.8424224970216,0.0,42.16130916688807,26.89605535605492,30.279569516104964,0.0
1792,2021-05-26,0.0,248.29610102496795,248.24643277365294,1.0,0.0,52.10025062291564,0.0,37.45253407128012,28.381009534630884,29.938585477798892,1.0
1793,2021-05-27,0.0,248.48044584926356,248.42369357114308,0.0,1.0,46.19104008136051,0.0,35.69501591962536,22.517066097043053,33.34884312356296,1.0
1794,2021-05-28,0.0,248.69854527226676,248.63307675524942,0.0,0.0,53.430299020572576,0.0,32.657346205380314,24.422184466414613,28.18812487499121,0.0
1795,2021-06-01,0.0,248.46244502212448,248.42756294545524,0.0,0.0,51.54884694458401,0.0,28.570355758545595,24.533211969890818,25.150178589080678,0.0
1796,2021-06-02,0.0,248.25109193660325,248.23963629650567,0.0,0.0,63.54440516309339,0.0,24.95120191860243,26.574042293627436,21.297925572211323,0.0
1797,2021-06-03,0.0,247.78907644156033,247.81803136606592,-1.0,0.0,54.751792774575996,0.0,21.25246186896725,25.458211164198858,27.40102202568273,-1.0
1798,2021-06-04,0.0,248.33469768602802,248.31335835274373,1.0,0.0,54.68750592660702,0.0,18.160061644945596,28.739674346223364,27.506898742546493,1.0
1799,2021-06-07,0.0,249.33020675376724,249.22946488705207,0.0,0.0,65.29602416311832,0.0,15.71648857563811,33.44446818033867,24.037029125072298,0.0
1800,2021-06-08,0.0,249.91926140294024,249.7862219599132,0.0,0.0,67.34921253933959,0.0,14.429604040193277,37.00689796678569,22.89309889610492,0.0
1801,2021-06-09,0.0,250.58666775474939,250.42018435624277,0.0,0.0,68.47867536485428,0.0,14.384462144270177,37.270666148707896,15.405191953906277,0.0
1802,2021-06-10,0.0,251.79636275104494,251.5568186692648,0.0,0.0,68.79806700337012,0.0,14.959789070691102,32.535059414503415,15.693141477434565,0.0
1803,2021-06-11,0.0,252.90429945966176,252.61235133246024,0.0,-1.0,72.74682995112927,0.0,15.456110458429004,34.964748054850496,16.23362753748385,-1.0
1804,2021-06-14,0.0,254.17442949398463,253.82529521845646,0.0,0.0,68.70641684421606,0.0,17.084526571490795,34.1593915003283,17.218527503290623,0.0
1805,2021-06-15,0.0,254.93543964990786,254.58107690730748,0.0,0.0,63.311915559068765,0.0,18.68722806627746,30.62565209849501,17.09436561010522,0.0
1806,2021-06-16,0.0,255.3799060558905,255.04756490322498,0.0,0.0,61.46360904693989,0.0,19.31494350260865,27.875581196471476,22.1439549447928,0.0
1807,2021-06-17,0.0,256.3835583905439,256.0229697354349,0.0,-1.0,71.43916009384485,0.0,19.514814882844796,28.23144417104149,17.97874943848093,-1.0
1808,2021-06-18,0.0,256.9374555333143,256.5908068921593,0.0,0.0,67.33026819258316,0.0,20.577271766286447,27.743684194725322,17.725624281645363,0.0
1809,2021-06-21,0.0,257.9724645059503,257.5973398906015,0.0,-1.0,76.21345505352394,0.0,23.299514618788113,29.274758792791307,12.740436460314344,-1.0
1810,2021-06-22,0.0,259.3429272804366,258.91611820310544,0.0,-1.0,78.60509843907826,0.0,26.163841333876274,33.30394562339571,10.77166449941292,-1.0
1811,2021-06-23,0.0,260.42057486829754,259.9750966715332,0.0,-1.0,82.08655750901491,0.0,31.03331307624301,36.36032623105433,5.956507544504362,-1.0
1812,2021-06-24,0.0,261.56047079068094,261.0942476331787,0.0,-1.0,79.64201654568332,0.0,35.55160903068174,30.38741941386278,6.346106320234397,-1.0
1813,2021-06-25,0.0,262.18947410395197,261.74853786326094,0.0,-1.0,72.00621133640793,0.0,38.216590803818,26.56316457153195,8.007234846922737,-1.0
1814,2021-06-28,0.0,263.376842670634,262.91044842283463,0.0,-1.0,78.91146651107448,0.0,40.31459386288255,25.82065661080633,7.946332773090768,-1.0
1815,2021-06-29,0.0,264.8355974389704,264.3253726684429,0.0,-1.0,80.09453304840717,0.0,41.67089066615989,31.83346197059845,7.834988151619523,-1.0
1816,2021-06-30,0.0,265.93821497670024,265.4211428731165,0.0,-1.0,75.83198770990859,0.0,43.14743821933504,28.621430076228076,8.168702063109274,-1.0
1817,2021-07-01,0.0,266.9676315452121,266.45095341151637,0.0,-1.0,75.87759366932134,0.0,44.40445844661571,27.287644387542503,8.10864045472239,-1.0
1818,2021-07-02,0.0,268.9098792454434,268.31746015901103,0.0,-1.0,79.07652060431462,0.0,46.61769379966491,34.591126039672915,7.603892765697275,-1.0
1819,2021-07-06,0.0,270.50081095756445,269.8745507428608,0.0,-1.0,83.2529032135943,0.0,49.3073236420101,35.273860523318604,7.222105482595602,-1.0
1820,2021-07-07,0.0,272.2152076336039,271.55045773168086,0.0,-1.0,87.1988521949255,0.0,55.15818008829002,39.56073295896067,1.356241069882704,-1.0
1821,2021-07-08,0.0,273.1615359598094,272.52871701435646,0.0,-1.0,78.19111262946514,0.0,58.82036671417126,37.81696641882063,5.786709868934352,-1.0
1822,2021-07-09,0.0,274.0303480473724,273.4305979188648,0.0,-1.0,82.64547769905293,0.0,62.70412693592966,37.345213896345754,4.995045764413645,-1.0
1823,2021-07-12,0.0,274.6284679158899,274.07883281975717,0.0,-1.0,78.50211739962484,0.0,65.38895103388657,40.23540885325283,5.2435580089473754,-1.0
1824,2021-07-13,0.0,275.7832939286968,275.2290291808523,0.0,-1.0,79.13369218762034,0.0,67.29156719096605,40.134511561453934,5.021708647982025,-1.0
1825,2021-07-14,0.0,277.00633317177466,276.4425259449811,0.0,-1.0,80.96268502106305,0.0,67.69758350753781,39.130525326209195,4.952191685458775,-1.0
1826,2021-07-15,0.0,277.73790873677865,277.2071047507004,0.0,-1.0,75.69892379026216,0.0,68.07813650013433,37.0695158458075,6.34360820144577,-1.0
1827,2021-07-16,0.0,278.28556169372797,277.79758729225034,0.0,-1.0,79.66809373773282,0.0,69.81614327174812,38.550637568762866,4.762770612614348,-1.0
1828,2021-07-19,0.0,278.0536431613456,277.6663243711461,0.0,0.0,65.61209394601542,0.0,69.11019731405568,33.934995803559694,13.509592915296256,0.0
1829,2021-07-20,0.0,278.28389119095885,277.9419381966582,0.0,0.0,65.12609792916135,0.0,67.50558355782094,29.543906763980267,13.26310007195724,0.0
1830,2021-07-21,0.0,278.8504553192362,278.5182808132959,0.0,0.0,68.91213867494542,0.0,66.39860875290772,29.749327565649004,12.720794165765467,0.0
1831,2021-07-22,0.0,280.17582974272733,279.7885697858195,0.0,-1.0,72.86167937114512,0.0,66.02995282824864,35.52488155494879,12.152329803610307,-1.0
1832,2021-07-23,0.0,281.9020449581831,281.43547705947196,0.0,-1.0,70.5260118860259,0.0,64.61471469653972,32.70199223607489,12.671750883275642,-1.0
1833,2021-07-26,0.0,283.20167092814415,282.7045621817214,0.0,0.0,69.05317861828503,0.0,62.89546003088128,31.471234633330987,12.87292580742683,0.0
1834,2021-07-27,0.0,283.8086414039219,283.3438032422548,0.0,0.0,60.969169420813756,0.0,57.68641839864303,27.696395827334584,18.29402929348206,0.0
1835,2021-07-28,0.0,284.2470704615185,283.82316957199623,0.0,0.0,65.74800827491595,0.0,54.77137533440662,28.052953620044825,14.244171306171898,0.0
1836,2021-07-29,0.0,284.6566940139696,284.2693079766635,0.0,0.0,65.45125232186886,0.0,51.183405024330895,25.663461168102508,15.01613283938961,0.0
1837,2021-07-30,0.0,284.7027503136314,284.3760905909045,0.0,0.0,63.23682034021708,0.0,46.438508379783215,23.044357927111907,18.660289936955525,0.0
1838,2021-08-02,0.0,284.7240697701018,284.4500767131235,0.0,0.0,57.64939323531235,-1.0,41.06068602423004,18.7903505115299,19.741704878458503,-1.0
1839,2021-08-03,0.0,285.15969256048095,284.89506311380086,0.0,0.0,58.909907656881856,0.0,35.813736384102576,18.158741131375685,19.701540263761373,0.0
1840,2021-08-04,0.0,285.405204779598,285.1642208891049,0.0,0.0,60.960035351605654,1.0,30.81361950041827,18.686723247517616,18.399680605818645,1.0
1841,2021-08-05,0.0,286.15334736761145,285.89018224319943,0.0,0.0,65.8132074329641,0.0,25.43917457548523,19.817702837355274,18.75103029081238,0.0
1842,2021-08-06,0.0,286.75455538351446,286.4851504451792,0.0,-1.0,75.88358379786541,0.0,24.6375897902001,21.19863252950802,10.9621991760871,-1.0
1843,2021-08-09,0.0,287.04099741783284,286.79262313302695,0.0,0.0,69.69827983074526,0.0,24.571397575223443,24.33663535854716,11.163741194952898,0.0
1844,2021-08-10,0.0,286.9317256039371,286.73385301775687,0.0,0.0,61.11114848817981,0.0,23.009597592203644,23.373942215050995,16.165797996447807,0.0
1845,2021-08-11,0.0,286.9350504408633,286.76987954930263,0.0,0.0,52.19512114435432,0.0,20.301636287230526,13.502767854708065,16.87842951893551,0.0
1846,2021-08-12,0.0,287.4577680986324,287.2765658841845,0.0,0.0,50.393657539395626,0.0,19.317553741887505,9.054666896329664,16.952477408524707,0.0
1847,2021-08-13,0.0,288.43817500861115,288.20547258740635,0.0,0.0,59.40602286410106,0.0,16.84052807211787,14.736636143069559,17.04474988109631,0.0
1848,2021-08-16,0.0,289.5585079349574,289.27122817342456,0.0,-1.0,70.73050887900936,0.0,17.591842225545836,19.218186110830022,10.130939398368188,-1.0
1849,2021-08-17,0.0,290.19877677810433,289.9060212398981,0.0,0.0,66.61821891680097,0.0,18.030518636891887,19.14892771199285,8.445460665104656,0.0
1850,2021-08-18,0.0,290.2953648159632,290.04335286430313,0.0,0.0,59.31313066159248,0.0,19.748412369990465,24.42272531044462,8.092320780111098,0.0
1851,2021-08-19,0.0,291.47256921554657,291.16445888919793,0.0,-1.0,71.83362247970732,0.0,24.615171533984896,26.57433065691906,3.1763609896137814,-1.0
1852,2021-08-20,0.0,293.81573578573125,293.36371329959206,0.0,-1.0,78.188152880599,0.0,30.670825149612522,37.81356664374932,2.575155604499809,-1.0
1853,2021-08-23,0.0,295.7856008967773,295.24476006574076,0.0,-1.0,76.84538258279254,0.0,36.57674688419553,36.12621186376991,2.561538193850699,-1.0
1854,2021-08-24,0.0,297.02821802776094,296.47396590764856,0.0,-1.0,73.64251650836077,0.0,42.71398926234459,35.527586939161246,2.531831083647536,-1.0
1855,2021-08-25,0.0,297.9339983437362,297.39663988397797,0.0,0.0,69.7190393549189,0.0,47.70159546263621,31.862247654078917,5.059769741824022,0.0
1856,2021-08-26,0.0,298.14417979721884,297.67886595963006,0.0,0.0,63.94441606465172,0.0,49.88217161475574,31.273637412317257,7.250907012789,0.0
1857,2021-08-27,0.0,298.4306927833069,298.0190551698089,0.0,0.0,66.73527074847502,0.0,50.45780733152463,27.91026475211299,10.542828730561958,0.0
1858,2021-08-30,0.0,299.36874797504936,298.9475453644892,0.0,-1.0,73.81283501769106,0.0,53.97318824697968,32.933484645420535,6.402887924620337,-1.0
1859,2021-08-31,0.0,299.8253401400972,299.4362886175431,0.0,-1.0,70.06182255990342,0.0,58.07452746764274,34.18233383824692,6.383001916649446,-1.0
1860,2021-09-01,0.0,300.1898213095823,299.8352382766635,0.0,0.0,67.4709173638841,0.0,60.74572534092026,33.18338094503145,6.376069606187975,0.0
1861,2021-09-02,0.0,300.3643981435645,300.05436421330035,0.0,0.0,62.95254913390597,0.0,64.12742888650163,28.82576438088258,8.463480175728616,0.0
1862,2021-09-03,0.0,300.5054193262686,300.23530595248985,0.0,0.0,60.79210852589818,0.0,65.57212626805678,26.85938965821594,8.671642582487426,0.0
1863,2021-09-07,0.0,300.4462508443618,300.22608707303846,0.0,0.0,61.936811904129115,0.0,65.11009085199777,27.114781671633697,13.868845389366971,0.0
1864,2021-09-08,0.0,300.4032945917648,300.22340447004507,0.0,0.0,67.28662723790148,0.0,63.27168111595309,25.423746173775747,15.422071520498113,0.0
1865,2021-09-09,0.0,299.829968302353,299.7278370583709,0.0,0.0,50.98605394114395,0.0,59.14292239969924,25.09845883399846,16.44008669399966,0.0
1866,2021-09-10,0.0,299.0808816028485,299.05819612448875,0.0,1.0,26.353226202056646,-1.0,55.14438997589508,11.018178080914113,21.043420299876846,0.0
1867,2021-09-13,0.0,298.7007195358533,298.71349514280314,-1.0,1.0,30.13484401686064,0.0,51.30480069290291,11.668012172007534,23.163764636383746,0.0
1868,2021-09-14,1.0,298.89877208295667,298.8929140431563,1.0,1.0,42.942683322196835,0.0,46.28271503186704,16.40587953648756,22.836147800986137,2.0
1869,2021-09-15,0.0,299.9753603086407,299.88076292333335,0.0,0.0,55.74171212495354,1.0,41.745231540579155,23.221226167104223,19.360214290563686,1.0
1870,2021-09-16,0.0,300.9289313835611,300.770635972895,0.0,0.0,63.9635568877927,0.0,38.07923380276488,22.773212128882466,18.247414454841365,0.0
1871,2021-09-17,0.0,300.7363975169477,300.6205291636104,0.0,0.0,50.281203263903116,0.0,35.96411598342341,22.115260272889255,16.161799140955736,0.0
1872,2021-09-20,0.0,299.56614120349695,299.56710560183683,-1.0,1.0,33.62707058407172,-1.0,33.641066819123964,14.739551397792145,30.559092616603884,-1.0
1873,2021-09-21,0.0,298.69956785612817,298.7725859670255,0.0,1.0,36.96611159801344,0.0,31.760537308142396,12.32860037835415,30.332657196907757,1.0
1874,2021-09-22,0.0,298.6778258045168,298.74048606789887,0.0,1.0,44.73940035803059,0.0,29.23886401493551,14.990866649349766,29.400994898661104,1.0
