,Cash,Position,pnl,g_sl,g_tp,close,no_trades,no_wins
440,9967,0.0,0,28,40,29,0.0,0.0
441,9967,0.0,0,28,40,28,0.0,0.0
442,9967,0.0,0,28,40,29,0.0,0.0
443,9967,0.0,0,28,40,29,0.0,0.0
444,9967,0.0,0,28,40,29,0.0,0.0
445,9967,0.0,0,28,40,29,0.0,0.0
446,9967,0.0,0,28,40,29,0.0,0.0
447,9967,0.0,0,28,40,29,0.0,0.0
448,9967,0.0,0,28,40,28,0.0,0.0
449,9967,0.0,0,28,40,29,0.0,0.0
450,9967,0.0,0,28,40,28,0.0,0.0
451,9967,0.0,0,28,40,28,0.0,0.0
452,9967,0.0,0,28,40,28,0.0,0.0
453,9967,0.0,0,28,40,28,0.0,0.0
454,9967,0.0,0,28,40,28,0.0,0.0
455,9996,0.0,-4,0,0,28,1.0,0.0
456,9996,0.0,-4,0,0,27,1.0,0.0
457,9996,0.0,-4,0,0,27,1.0,0.0
458,9996,0.0,-4,0,0,27,1.0,0.0
459,9996,0.0,-4,0,0,27,1.0,0.0
460,9996,0.0,-4,0,0,27,1.0,0.0
461,9996,0.0,-4,0,0,27,1.0,0.0
462,9996,0.0,-4,0,0,27,1.0,0.0
463,9996,0.0,-4,0,0,28,1.0,0.0
464,9996,0.0,-4,0,0,28,1.0,0.0
465,9996,0.0,-4,0,0,28,1.0,0.0
466,9996,0.0,-4,0,0,27,1.0,0.0
467,9996,0.0,-4,0,0,28,1.0,0.0
468,9996,0.0,-4,0,0,28,1.0,0.0
469,9996,0.0,-4,0,0,28,1.0,0.0
470,9996,0.0,-4,0,0,29,1.0,0.0
471,9996,0.0,-4,0,0,28,1.0,0.0
472,9996,0.0,-4,0,0,28,1.0,0.0
473,9996,0.0,-4,0,0,28,1.0,0.0
474,9996,0.0,-4,0,0,28,1.0,0.0
475,9996,0.0,-4,0,0,28,1.0,0.0
476,9996,0.0,-4,0,0,28,1.0,0.0
477,9996,0.0,-4,0,0,28,1.0,0.0
478,9996,0.0,-4,0,0,27,1.0,0.0
479,9996,0.0,-4,0,0,28,1.0,0.0
480,9996,0.0,-4,0,0,28,1.0,0.0
481,9996,0.0,-4,0,0,28,1.0,0.0
482,9996,0.0,-4,0,0,28,1.0,0.0
483,9996,0.0,-4,0,0,28,1.0,0.0
484,9996,0.0,-4,0,0,27,1.0,0.0
485,9996,0.0,-4,0,0,27,1.0,0.0
486,9996,0.0,-4,0,0,27,1.0,0.0
487,9996,0.0,-4,0,0,28,1.0,0.0
488,9996,0.0,-4,0,0,28,1.0,0.0
489,9996,0.0,-4,0,0,28,1.0,0.0
490,9996,0.0,-4,0,0,28,1.0,0.0
491,9996,0.0,-4,0,0,28,1.0,0.0
492,9996,0.0,-4,0,0,28,1.0,0.0
493,9996,0.0,-4,0,0,28,1.0,0.0
494,9996,0.0,-4,0,0,28,1.0,0.0
495,9996,0.0,-4,0,0,28,1.0,0.0
496,9996,0.0,-4,0,0,29,1.0,0.0
497,9996,0.0,-4,0,0,29,1.0,0.0
498,9996,0.0,-4,0,0,31,1.0,0.0
499,9996,0.0,-4,0,0,31,1.0,0.0
500,9996,0.0,-4,0,0,30,1.0,0.0
501,9996,0.0,-4,0,0,30,1.0,0.0
502,9996,0.0,-4,0,0,30,1.0,0.0
503,9996,0.0,-4,0,0,30,1.0,0.0
504,9996,0.0,-4,0,0,30,1.0,0.0
505,9996,0.0,-4,0,0,30,1.0,0.0
506,9996,0.0,-4,0,0,30,1.0,0.0
507,9996,0.0,-4,0,0,31,1.0,0.0
508,9996,0.0,-4,0,0,31,1.0,0.0
509,9996,0.0,-4,0,0,31,1.0,0.0
510,9996,0.0,-4,0,0,31,1.0,0.0
511,9996,0.0,-4,0,0,31,1.0,0.0
512,9996,0.0,-4,0,0,31,1.0,0.0
513,9996,0.0,-4,0,0,31,1.0,0.0
514,9996,0.0,-4,0,0,31,1.0,0.0
515,9996,0.0,-4,0,0,31,1.0,0.0
516,9996,0.0,-4,0,0,31,1.0,0.0
517,9996,0.0,-4,0,0,31,1.0,0.0
518,9996,0.0,-4,0,0,31,1.0,0.0
519,9996,0.0,-4,0,0,31,1.0,0.0
520,9996,0.0,-4,0,0,31,1.0,0.0
521,9996,0.0,-4,0,0,32,1.0,0.0
522,9996,0.0,-4,0,0,32,1.0,0.0
523,9996,0.0,-4,0,0,31,1.0,0.0
524,9996,0.0,-4,0,0,31,1.0,0.0
525,9996,0.0,-4,0,0,31,1.0,0.0
526,9996,0.0,-4,0,0,31,1.0,0.0
527,9996,0.0,-4,0,0,31,1.0,0.0
528,9996,0.0,-4,0,0,31,1.0,0.0
529,9996,0.0,-4,0,0,31,1.0,0.0
530,9996,0.0,-4,0,0,32,1.0,0.0
531,9996,0.0,-4,0,0,31,1.0,0.0
532,9996,0.0,-4,0,0,32,1.0,0.0
533,9996,0.0,-4,0,0,32,1.0,0.0
534,9996,0.0,-4,0,0,32,1.0,0.0
535,9996,0.0,-4,0,0,32,1.0,0.0
536,9996,0.0,-4,0,0,32,1.0,0.0
537,9996,0.0,-4,0,0,32,1.0,0.0
538,9996,0.0,-4,0,0,33,1.0,0.0
539,9996,0.0,-4,0,0,32,1.0,0.0
540,9996,0.0,-4,0,0,33,1.0,0.0
541,9996,0.0,-4,0,0,33,1.0,0.0
542,9996,0.0,-4,0,0,33,1.0,0.0
543,9996,0.0,-4,0,0,33,1.0,0.0
544,9996,0.0,-4,0,0,33,1.0,0.0
545,9996,0.0,-4,0,0,32,1.0,0.0
546,9996,0.0,-4,0,0,33,1.0,0.0
547,9996,0.0,-4,0,0,33,1.0,0.0
548,9996,0.0,-4,0,0,32,1.0,0.0
549,9996,0.0,-4,0,0,32,1.0,0.0
550,9996,0.0,-4,0,0,32,1.0,0.0
551,9996,0.0,-4,0,0,32,1.0,0.0
552,9996,0.0,-4,0,0,32,1.0,0.0
553,9996,0.0,-4,0,0,32,1.0,0.0
554,9996,0.0,-4,0,0,32,1.0,0.0
555,9996,0.0,-4,0,0,32,1.0,0.0
556,9996,0.0,-4,0,0,32,1.0,0.0
557,9996,0.0,-4,0,0,33,1.0,0.0
558,9996,0.0,-4,0,0,33,1.0,0.0
559,9996,0.0,-4,0,0,33,1.0,0.0
560,9996,0.0,-4,0,0,33,1.0,0.0
561,9996,0.0,-4,0,0,34,1.0,0.0
562,9996,0.0,-4,0,0,33,1.0,0.0
563,9996,0.0,-4,0,0,34,1.0,0.0
564,9996,0.0,-4,0,0,34,1.0,0.0
565,9996,0.0,-4,0,0,34,1.0,0.0
566,9996,0.0,-4,0,0,34,1.0,0.0
567,9996,0.0,-4,0,0,35,1.0,0.0
568,9996,0.0,-4,0,0,34,1.0,0.0
569,9996,0.0,-4,0,0,34,1.0,0.0
570,9996,0.0,-4,0,0,34,1.0,0.0
571,9996,0.0,-4,0,0,34,1.0,0.0
572,9996,0.0,-4,0,0,34,1.0,0.0
573,9996,0.0,-4,0,0,34,1.0,0.0
574,9996,0.0,-4,0,0,34,1.0,0.0
575,9996,0.0,-4,0,0,34,1.0,0.0
576,9996,0.0,-4,0,0,34,1.0,0.0
577,9996,0.0,-4,0,0,34,1.0,0.0
578,9996,0.0,-4,0,0,35,1.0,0.0
579,9996,0.0,-4,0,0,35,1.0,0.0
580,9996,0.0,-4,0,0,34,1.0,0.0
581,9996,0.0,-4,0,0,33,1.0,0.0
582,9996,0.0,-4,0,0,33,1.0,0.0
583,9996,0.0,-4,0,0,33,1.0,0.0
584,9996,0.0,-4,0,0,33,1.0,0.0
585,9996,0.0,-4,0,0,33,1.0,0.0
586,9996,0.0,-4,0,0,33,1.0,0.0
587,9996,0.0,-4,0,0,33,1.0,0.0
588,9996,0.0,-4,0,0,33,1.0,0.0
589,9996,0.0,-4,0,0,33,1.0,0.0
590,9996,0.0,-4,0,0,33,1.0,0.0
591,9996,0.0,-4,0,0,33,1.0,0.0
592,9996,0.0,-4,0,0,33,1.0,0.0
593,9996,0.0,-4,0,0,33,1.0,0.0
594,9996,0.0,-4,0,0,33,1.0,0.0
595,9996,0.0,-4,0,0,33,1.0,0.0
596,9996,0.0,-4,0,0,33,1.0,0.0
597,9996,0.0,-4,0,0,32,1.0,0.0
598,9996,0.0,-4,0,0,33,1.0,0.0
599,9996,0.0,-4,0,0,33,1.0,0.0
600,9996,0.0,-4,0,0,33,1.0,0.0
601,9996,0.0,-4,0,0,33,1.0,0.0
602,9996,0.0,-4,0,0,32,1.0,0.0
603,9996,0.0,-4,0,0,32,1.0,0.0
604,9996,0.0,-4,0,0,32,1.0,0.0
605,9996,0.0,-4,0,0,33,1.0,0.0
606,9996,0.0,-4,0,0,32,1.0,0.0
607,9996,0.0,-4,0,0,32,1.0,0.0
608,9996,0.0,-4,0,0,32,1.0,0.0
609,9996,0.0,-4,0,0,32,1.0,0.0
610,9996,0.0,-4,0,0,32,1.0,0.0
611,9996,0.0,-4,0,0,32,1.0,0.0
612,9996,0.0,-4,0,0,32,1.0,0.0
613,9996,0.0,-4,0,0,31,1.0,0.0
614,9996,0.0,-4,0,0,32,1.0,0.0
615,9996,0.0,-4,0,0,32,1.0,0.0
616,9996,0.0,-4,0,0,32,1.0,0.0
617,9996,0.0,-4,0,0,32,1.0,0.0
618,9996,0.0,-4,0,0,31,1.0,0.0
619,9996,0.0,-4,0,0,32,1.0,0.0
620,9996,0.0,-4,0,0,32,1.0,0.0
621,9996,0.0,-4,0,0,31,1.0,0.0
622,9996,0.0,-4,0,0,32,1.0,0.0
623,9996,0.0,-4,0,0,31,1.0,0.0
624,9996,0.0,-4,0,0,31,1.0,0.0
625,9996,0.0,-4,0,0,32,1.0,0.0
626,9996,0.0,-4,0,0,31,1.0,0.0
627,9996,0.0,-4,0,0,31,1.0,0.0
628,9996,0.0,-4,0,0,31,1.0,0.0
629,9996,0.0,-4,0,0,31,1.0,0.0
630,9996,0.0,-4,0,0,31,1.0,0.0
631,9996,0.0,-4,0,0,31,1.0,0.0
632,9996,0.0,-4,0,0,30,1.0,0.0
633,9996,0.0,-4,0,0,30,1.0,0.0
634,9996,0.0,-4,0,0,31,1.0,0.0
635,9996,0.0,-4,0,0,30,1.0,0.0
636,9996,0.0,-4,0,0,30,1.0,0.0
637,9996,0.0,-4,0,0,30,1.0,0.0
638,9996,0.0,-4,0,0,30,1.0,0.0
639,9996,0.0,-4,0,0,30,1.0,0.0
640,9996,0.0,-4,0,0,30,1.0,0.0
641,9996,0.0,-4,0,0,30,1.0,0.0
642,9996,0.0,-4,0,0,30,1.0,0.0
643,9996,0.0,-4,0,0,30,1.0,0.0
644,9996,0.0,-4,0,0,29,1.0,0.0
645,9996,0.0,-4,0,0,29,1.0,0.0
646,9996,0.0,-4,0,0,28,1.0,0.0
647,9996,0.0,-4,0,0,28,1.0,0.0
648,9996,0.0,-4,0,0,28,1.0,0.0
649,9996,0.0,-4,0,0,28,1.0,0.0
650,9996,0.0,-4,0,0,30,1.0,0.0
651,9996,0.0,-4,0,0,31,1.0,0.0
652,9996,0.0,-4,0,0,30,1.0,0.0
653,9996,0.0,-4,0,0,30,1.0,0.0
654,9996,0.0,-4,0,0,30,1.0,0.0
655,9996,0.0,-4,0,0,30,1.0,0.0
656,9996,0.0,-4,0,0,30,1.0,0.0
657,9996,0.0,-4,0,0,29,1.0,0.0
658,9996,0.0,-4,0,0,29,1.0,0.0
659,9996,0.0,-4,0,0,29,1.0,0.0
660,9996,0.0,-4,0,0,29,1.0,0.0
661,9996,0.0,-4,0,0,30,1.0,0.0
662,9996,0.0,-4,0,0,29,1.0,0.0
663,9996,0.0,-4,0,0,30,1.0,0.0
664,9996,0.0,-4,0,0,30,1.0,0.0
665,9996,0.0,-4,0,0,29,1.0,0.0
666,9996,0.0,-4,0,0,30,1.0,0.0
667,9996,0.0,-4,0,0,29,1.0,0.0
668,9996,0.0,-4,0,0,29,1.0,0.0
669,9996,0.0,-4,0,0,29,1.0,0.0
670,9996,0.0,-4,0,0,29,1.0,0.0
671,9996,0.0,-4,0,0,30,1.0,0.0
672,9996,0.0,-4,0,0,30,1.0,0.0
673,9996,0.0,-4,0,0,31,1.0,0.0
674,9996,0.0,-4,0,0,31,1.0,0.0
675,9996,0.0,-4,0,0,31,1.0,0.0
676,9996,0.0,-4,0,0,31,1.0,0.0
677,9996,0.0,-4,0,0,31,1.0,0.0
678,9996,0.0,-4,0,0,31,1.0,0.0
679,9996,0.0,-4,0,0,30,1.0,0.0
680,9996,0.0,-4,0,0,30,1.0,0.0
681,9996,0.0,-4,0,0,30,1.0,0.0
682,9996,0.0,-4,0,0,30,1.0,0.0
683,9996,0.0,-4,0,0,30,1.0,0.0
684,9996,0.0,-4,0,0,30,1.0,0.0
685,9996,0.0,-4,0,0,30,1.0,0.0
686,9964,1.0,-4,27,39,31,1.0,0.0
687,9964,0.0,-4,27,39,31,1.0,0.0
688,9964,0.0,-4,27,39,31,1.0,0.0
689,9964,0.0,-4,27,39,31,1.0,0.0
690,9964,0.0,-4,27,39,31,1.0,0.0
691,9964,0.0,-4,27,39,31,1.0,0.0
692,9964,0.0,-4,27,39,31,1.0,0.0
693,9964,0.0,-4,27,39,30,1.0,0.0
694,9964,0.0,-4,27,39,30,1.0,0.0
695,9964,0.0,-4,27,39,30,1.0,0.0
696,9964,0.0,-4,27,39,30,1.0,0.0
697,9964,0.0,-4,27,39,30,1.0,0.0
698,9964,0.0,-4,27,39,30,1.0,0.0
699,9964,0.0,-4,27,39,29,1.0,0.0
700,9964,0.0,-4,27,39,29,1.0,0.0
701,9964,0.0,-4,27,39,29,1.0,0.0
702,9964,0.0,-4,27,39,29,1.0,0.0
703,9964,0.0,-4,27,39,29,1.0,0.0
704,9964,0.0,-4,27,39,29,1.0,0.0
705,9964,0.0,-4,27,39,30,1.0,0.0
706,9964,0.0,-4,27,39,30,1.0,0.0
707,9964,0.0,-4,27,39,30,1.0,0.0
708,9964,0.0,-4,27,39,30,1.0,0.0
709,9964,0.0,-4,27,39,30,1.0,0.0
710,9964,0.0,-4,27,39,30,1.0,0.0
711,9964,0.0,-4,27,39,30,1.0,0.0
712,9964,0.0,-4,27,39,30,1.0,0.0
713,9964,0.0,-4,27,39,30,1.0,0.0
714,9964,0.0,-4,27,39,30,1.0,0.0
715,9964,0.0,-4,27,39,31,1.0,0.0
716,9964,0.0,-4,27,39,31,1.0,0.0
717,9964,0.0,-4,27,39,31,1.0,0.0
718,9964,0.0,-4,27,39,31,1.0,0.0
719,9964,0.0,-4,27,39,31,1.0,0.0
720,9964,0.0,-4,27,39,31,1.0,0.0
721,9964,0.0,-4,27,39,32,1.0,0.0
722,9964,0.0,-4,27,39,32,1.0,0.0
723,9964,0.0,-4,27,39,32,1.0,0.0
724,9964,0.0,-4,27,39,32,1.0,0.0
725,9964,0.0,-4,27,39,32,1.0,0.0
726,9964,0.0,-4,27,39,32,1.0,0.0
727,9964,0.0,-4,27,39,32,1.0,0.0
